hexid,url,name,author,platform,arch,language,difficulty,has_unique_flag,flag,no_flag_reason,verifier_recovered,verifier_safety,verifier_interface,verifier_self_test_pass,obfuscation_classes,antidebug_methods,packers,controlflow_methods,antidisasm_methods,crypto_methods,encryption_methods,label_confidence
5ab77f6733c5d40ad448cc6f,https://crackmes.one/crackme/5ab77f6733c5d40ad448cc6f,falcon1crackme3 by falcon1,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,salvaged,name+serial,False,Anti-debugging,Debugger/tool window detection; IsDebuggerPresent; OutputDebugString,,,,,,high
5ab77f5533c5d40ad448c252,https://crackmes.one/crackme/5ab77f5533c5d40ad448c252,fjlj_crackme_2 by fjlj,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
69b18b47ddd6176826ae8950,https://crackmes.one/crackme/69b18b47ddd6176826ae8950,very easy crack me $$$ by whekkees,whekkees,Windows,x86-64,C/C++,1.0,True,whekkes:qwerty,n_a,,,,,,,,,,,,high
5ab77f6033c5d40ad448c8ce,https://crackmes.one/crackme/5ab77f6033c5d40ad448c8ce,back_to_basics by hmx0101,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5f33c5d40ad448c7c4,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7c4,the_new_year_crackme by kaizer_by,crackmes.de,Windows 2000/XP only,x86,Borland Delphi,2.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
5ab77f5a33c5d40ad448c4c8,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c4c8,matematica_1 by jhon,crackmes.de,Windows,x86,Borland Delphi,2.0,True,1351658-2703316,n_a,full,safe,name+serial,True,,,,,,,,high
6005140733c5d42c3d016718,https://crackmes.one/crackme/6005140733c5d42c3d016718,FindMySecret,pranav,Windows,x86,C/C++,2.5,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging,INT3 / 0xCC breakpoint scan,,,,,,high
5ab77f5c33c5d40ad448c60e,https://crackmes.one/crackme/5ab77f5c33c5d40ad448c60e,keygenme_8 by qptj,crackmes.de,Windows,x86,Assembler,5.0,False,,keygen_algorithmic,partial,safe,name+serial,True,Code virtualization / VM,,,,,,,high
5ab77f5833c5d40ad448c399,https://crackmes.one/crackme/5ab77f5833c5d40ad448c399,collide by crp,crackmes.de,Unix/linux etc.,x86,C/C++,5.0,False,,keygen_algorithmic,failed,,,,,,,,,,,high
5ab77f6233c5d40ad448c9ae,https://crackmes.one/crackme/5ab77f6233c5d40ad448c9ae,keygenme_7 by celtic,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,Self-modifying / runtime decrypt,,,,,,,high
5ab77f5733c5d40ad448c34c,https://crackmes.one/crackme/5ab77f5733c5d40ad448c34c,swamp by sobec,crackmes.de,Windows,x86,Unspecified/other,3.0,False,,keygen_algorithmic,,,,,Custom / generic obfuscation; String / data encryption,,,,,,XOR,medium
5ab77f5f33c5d40ad448c7b7,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7b7,registerme by mausy131,crackmes.de,Windows,x86,C/C++,2.0,False,,keygen_algorithmic,full,quarantined_unsupported,name+serial,False,Anti-debugging,Debugger/tool window detection; IsDebuggerPresent,,,,,,high
61ae4e9733c5d413767c9d69,https://crackmes.one/crackme/61ae4e9733c5d413767c9d69,Ultimatum CrackMe,RedXen,Windows,x86,C/C++,1.1578947368421053,True,VGhpcyBpcyB0aGUgY29ycmVjdCBwYXNza2V5LCB3ZWxsIGRvbmUh,n_a,,,,,Control-flow obfuscation,,,,,,,high
5ab77f5833c5d40ad448c3a1,https://crackmes.one/crackme/5ab77f5833c5d40ad448c3a1,crackme1_thomas.openmod.org by thomas.idpz.net,crackmes.de,Windows,x86,(Visual) Basic,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
6139ecce33c5d4649c52b980,https://crackmes.one/crackme/6139ecce33c5d4649c52b980,Very obfuscated CrackMe - C#,RedXen,Windows,x86,.NET,2.5,True,SDLKJFOPEIWRUPEWOIRUVMFMDSFKOJ,n_a,,,,,Custom / generic obfuscation,,,,,,,high
5ab77f6333c5d40ad448ca3f,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca3f,tear_crackme by black_eye,crackmes.de,Unspecified/other,x86,Unspecified/other,4.0,False,,keygen_algorithmic,none,safe,name+serial,False,Crypto / hash algorithm; Packer,,FSG,,,CRC32; MD5,,high
6a199f983fba64e45dceabf7,https://crackmes.one/crackme/6a199f983fba64e45dceabf7,CtySoft CrackMe v1,CtyAuth,Windows,x86-64,C/C++,2.5,True,CTY{4nt1_t4mp3r_d3f34t3d_w3ll_d0n3},n_a,,,,,,,,,,,,high
5ab77f5a33c5d40ad448c50d,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c50d,evilertoasters_1st_crackme by evilertoaster,crackmes.de,Windows,x86,Unspecified/other,2.0,True,136000078200,n_a,,,,,Packer,,UPX,,,,,high
5ab77f5833c5d40ad448c423,https://crackmes.one/crackme/5ab77f5833c5d40ad448c423,rbx_crackme_6 by jules,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,patch_or_enable_me,,,,,Packer,,UPX,,,,,high
69be903c49fa49a2a2602235,https://crackmes.one/crackme/69be903c49fa49a2a2602235,abyss gate crackme,BlockLoader,Windows,x86-64,C/C++,3.6666666666666665,True,,n_a,,,,,Anti-debugging; Code virtualization / VM; Control-flow obfuscation,,,,,,,high
5ab77f5d33c5d40ad448c692,https://crackmes.one/crackme/5ab77f5d33c5d40ad448c692,haystack_0.1 by warrantyvoider,crackmes.de,Windows,x86,C/C++,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,Self-modifying / runtime decrypt; String / data encryption,,,,,,XOR,high
69cd36983e328e778db052c2,https://crackmes.one/crackme/69cd36983e328e778db052c2,U Can't Pass,mystergaif,Unix/linux etc.,x86-64,C/C++,1.0,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f6633c5d40ad448cbce,https://crackmes.one/crackme/5ab77f6633c5d40ad448cbce,ksydfius_128 by ksydfius,crackmes.de,Windows,x86,.NET,2.6666666666666665,False,,keygen_algorithmic,,,,,,,,,,,,medium
5ab77f5933c5d40ad448c432,https://crackmes.one/crackme/5ab77f5933c5d40ad448c432,mmx_crackme by themoon,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,,,,,Anti-disassembly; Self-modifying / runtime decrypt,,,,Junk / garbage bytes,,,medium
5ab77f6633c5d40ad448cbd7,https://crackmes.one/crackme/5ab77f6633c5d40ad448cbd7,solar by solar_designer,crackmes.de,Unspecified/other,x86,Unspecified/other,6.0,False,,keygen_algorithmic,,,,,Code virtualization / VM; String / data encryption,,,,,,XOR,high
5ab77f5433c5d40ad448c18d,https://crackmes.one/crackme/5ab77f5433c5d40ad448c18d,quantity_serial_protection_l.2 by blueowl,crackmes.de,Windows,x86,Assembler,5.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
6503167ad931496abf909b37,https://crackmes.one/crackme/6503167ad931496abf909b37,shy,benchrus,Windows,x86-64,C/C++,3.25,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f5833c5d40ad448c3be,https://crackmes.one/crackme/5ab77f5833c5d40ad448c3be,encrypted_find_the_right_word_to_pass by servitute,crackmes.de,Windows,x86,C/C++,2.0,True,esistgut,n_a,full,safe,name+serial,True,Packer,,,,,,,high
5ab77f6033c5d40ad448c83e,https://crackmes.one/crackme/5ab77f6033c5d40ad448c83e,crackme_10_by_witeg by witeg,crackmes.de,Windows,x86,C/C++,4.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5933c5d40ad448c44d,https://crackmes.one/crackme/5ab77f5933c5d40ad448c44d,trialcrackme by crek,crackmes.de,Unspecified/other,x86,Unspecified/other,4.0,True,http://www.NewbieSSchulE.tk,n_a,,,,,Packer,,ASPack,,,,,high
5ab77f5433c5d40ad448c19f,https://crackmes.one/crackme/5ab77f5433c5d40ad448c19f,crackme_9 by tcn30,crackmes.de,Windows,x86,.NET,2.0,True,Leteminman,n_a,,,,,,,,,,,,high
6a3fa743a4b247348ae806c5,https://crackmes.one/crackme/6a3fa743a4b247348ae806c5,Obsidian,Natas6666,Windows,x86-64,C/C++,3.3333333333333335,False,,keygen_algorithmic,,,,,Anti-debugging; String / data encryption,Hardware breakpoints (DRx); IsDebuggerPresent; PEB BeingDebugged / NtGlobalFlag; Timing (rdtsc/GetTickCount),,,,,XOR,high
5ab77f5633c5d40ad448c275,https://crackmes.one/crackme/5ab77f5633c5d40ad448c275,yankeeswarcrackme by cronux,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
68a9afbc8fac2855fe6fb81e,https://crackmes.one/crackme/68a9afbc8fac2855fe6fb81e,simple license with xor,mongyru12,Windows,x86-64,C/C++,2.0,True,123_isthekey-crkm,n_a,,,,,,,,,,,,high
5ab77f6433c5d40ad448cb28,https://crackmes.one/crackme/5ab77f6433c5d40ad448cb28,unpackme by usar,crackmes.de,Windows 2000/XP only,x86,Assembler,4.0,,,model_refused,,,,,,,,,,,,low
5ab77f6333c5d40ad448ca7b,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca7b,crackme6 by mucki,crackmes.de,DOS,x86,Unspecified/other,2.0,True,?,n_a,,,,,Code virtualization / VM; Self-modifying / runtime decrypt,,,,,,,high
6869d705aadb6eeafb399027,https://crackmes.one/crackme/6869d705aadb6eeafb399027,VM,phantomex,Windows,x86-64,C/C++,5.333333333333333,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f5d33c5d40ad448c69d,https://crackmes.one/crackme/5ab77f5d33c5d40ad448c69d,batchornot by n3trat,crackmes.de,Windows,x86,Unspecified/other,2.0,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f6233c5d40ad448c9c2,https://crackmes.one/crackme/5ab77f6233c5d40ad448c9c2,crackme_1 by khanete,crackmes.de,Unspecified/other,x86,Unspecified/other,6.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging; Control-flow obfuscation; Packer; Self-modifying / runtime decrypt,,UPX,Exception / interrupt-based,,,,high
5ab77f6333c5d40ad448ca0a,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca0a,solveit_1 by mr.haandi,crackmes.de,Windows,x86,C/C++,6.0,False,,keygen_algorithmic,partial,safe,name+serial,False,Import / API obfuscation,,,,,,,high
5ab77f6433c5d40ad448cb25,https://crackmes.one/crackme/5ab77f6433c5d40ad448cb25,oorja4 by oorja_halt,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5b33c5d40ad448c5dc,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c5dc,ssl_for_beginners by idq000,crackmes.de,Windows,x86,(Visual) Basic,1.0,False,,keygen_algorithmic,partial,safe,name+serial,True,Packer,,tElock,,,,,high
5ab77f5433c5d40ad448c156,https://crackmes.one/crackme/5ab77f5433c5d40ad448c156,nts_crackme8 by cyclops,crackmes.de,Windows 2000/XP only,x86,C/C++,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
6675db88e7b35c09bb26703c,https://crackmes.one/crackme/6675db88e7b35c09bb26703c,.NET CrackMe,flcksr,Windows,x86-64,.NET,4.0,False,,keygen_algorithmic,,,,,,,,,,,,high
678c9f854d850ac5f7dc5487,https://crackmes.one/crackme/678c9f854d850ac5f7dc5487,Badgercracker,Badgercracker,Windows,x86-64,C/C++,1.9473684210526316,True,X4A9Z-82JQK-47L6P-1N2TB,n_a,,,,,Anti-debugging,,,,,,,high
5ab77f5933c5d40ad448c42b,https://crackmes.one/crackme/5ab77f5933c5d40ad448c42b,aodrulezs_javascript_crackme by aodrulez,crackmes.de,Multiplatform,other,Unspecified/other,3.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f5433c5d40ad448c196,https://crackmes.one/crackme/5ab77f5433c5d40ad448c196,libertyordeaths_linux_keygenme_1 by libertyordeath,crackmes.de,Unix/linux etc.,x86,C/C++,1.5,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
62a9eef033c5d4251e723865,https://crackmes.one/crackme/62a9eef033c5d4251e723865,Own Obfuscator C++,4epuxa,Windows,x86-64,C/C++,3.5,False,,other,,,,,Anti-debugging; Custom / generic obfuscation,,,,,,,low
63ecd2bd33c5d447bc7613ed,https://crackmes.one/crackme/63ecd2bd33c5d447bc7613ed,incredibly easy crackme :),dkaplan17,Windows,x86-64,C/C++,1.6428571428571428,True,yougotthismyfriend,n_a,full,safe,name+serial,False,String / data encryption,,,,,,XOR,high
5ab77f5933c5d40ad448c476,https://crackmes.one/crackme/5ab77f5933c5d40ad448c476,keygenme_4 by cromaxx,crackmes.de,Windows 2000/XP only,x86,C/C++,2.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
5ab77f6133c5d40ad448c960,https://crackmes.one/crackme/5ab77f6133c5d40ad448c960,for_baby by hiaxi,crackmes.de,Windows,other,C/C++,1.0,True,www.crackmes.de,n_a,,,,,Packer,,PECompact,,,,,high
5ab77f5733c5d40ad448c308,https://crackmes.one/crackme/5ab77f5733c5d40ad448c308,crackme18 by attilhaz,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f5633c5d40ad448c2ca,https://crackmes.one/crackme/5ab77f5633c5d40ad448c2ca,crackme_by_fereter_2 by fereter,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging,INT3 / 0xCC breakpoint scan; IsDebuggerPresent,,,,,,high
5ab77f5333c5d40ad448c0d7,https://crackmes.one/crackme/5ab77f5333c5d40ad448c0d7,regme by anemyx,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,,,,,,,,,,,,low
5ab77f6033c5d40ad448c85a,https://crackmes.one/crackme/5ab77f6033c5d40ad448c85a,keygenme1 by d3ux,crackmes.de,Windows,x86,Assembler,3.0,False,,keygen_algorithmic,partial,safe,name+serial,True,Anti-debugging,PEB BeingDebugged / NtGlobalFlag,,,,,,high
5ab77f5f33c5d40ad448c801,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c801,electric_camel by death,crackmes.de,Unspecified/other,x86,Unspecified/other,6.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f5433c5d40ad448c190,https://crackmes.one/crackme/5ab77f5433c5d40ad448c190,firox_crackme_1 by firox,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,True,DFT1-9CKS-BWD0-2VRF,n_a,,,,,,,,,,,,high
695fa34776c71bd11f35bbf9,https://crackmes.one/crackme/695fa34776c71bd11f35bbf9,Multithread P-Code Crackit,livlivliv,Windows,x86,(Visual) Basic,5.0,True,needles,n_a,,,,,,,,,,,,high
6263cd3633c5d42a191a5dac,https://crackmes.one/crackme/6263cd3633c5d42a191a5dac,CrackmeApp,Sw1rl,Windows,x86-64,C/C++,2.2222222222222223,True,5up3rH1dd3nPa55w0rd,n_a,,,,,,,,,,,,high
5ab77f5633c5d40ad448c2a1,https://crackmes.one/crackme/5ab77f5633c5d40ad448c2a1,dolem_crackme_01 by dolem,crackmes.de,Windows,x86,(Visual) Basic,2.0,False,,keygen_algorithmic,none,safe,name+serial,False,,,,,,,,high
5ab77f6633c5d40ad448cc5e,https://crackmes.one/crackme/5ab77f6633c5d40ad448cc5e,smart_brain_force_2 by l00p,crackmes.de,Unspecified/other,x86,Unspecified/other,4.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
686c08dbaadb6eeafb3990bb,https://crackmes.one/crackme/686c08dbaadb6eeafb3990bb,Anti-debug fixed,pavler,Windows,x86,C/C++,3.0,False,,patch_or_enable_me,,,,,Anti-debugging,Self-debug / block debugger,,,,,,high
5ab77f5c33c5d40ad448c66d,https://crackmes.one/crackme/5ab77f5c33c5d40ad448c66d,crack_break_keygenme3 by crack_break,crackmes.de,Windows,x86,Unspecified/other,2.0,False,,keygen_algorithmic,full,safe,name+serial,False,Anti-debugging; String / data encryption,IsDebuggerPresent,,,,,,high
6736b3a09b533b4c22bd2b9f,https://crackmes.one/crackme/6736b3a09b533b4c22bd2b9f,no-standards,toasterbirb,Unix/linux etc.,x86-64,C/C++,2.875,True,:wq,n_a,,,,,Anti-debugging; Anti-disassembly; Control-flow obfuscation,ptrace (Linux),,,Junk / garbage bytes,,,high
5ab77f5433c5d40ad448c146,https://crackmes.one/crackme/5ab77f5433c5d40ad448c146,crkme_1 by ratsoul,crackmes.de,Windows,x86,C/C++,4.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f5e33c5d40ad448c777,https://crackmes.one/crackme/5ab77f5e33c5d40ad448c777,norule_1 by winfan,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f6633c5d40ad448cbd9,https://crackmes.one/crackme/5ab77f6633c5d40ad448cbd9,vb6_crackme_1 by bjanes,crackmes.de,Unspecified/other,x86,(Visual) Basic,1.0,True,Serial must be at least one characters long!,n_a,,,,,,,,,,,,high
5ab77f5933c5d40ad448c441,https://crackmes.one/crackme/5ab77f5933c5d40ad448c441,moofys_simple_keygenme_1 by moofy,crackmes.de,DOS,x86,C/C++,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5b33c5d40ad448c5d6,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c5d6,stars2000_1 by stars2000,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f5833c5d40ad448c3a7,https://crackmes.one/crackme/5ab77f5833c5d40ad448c3a7,crackmertdsc by sas0,crackmes.de,DOS,x86,Assembler,1.0,False,,keygen_algorithmic,full,safe,name+serial,False,Anti-debugging,Timing (rdtsc/GetTickCount),,,,,,high
5ab77f5f33c5d40ad448c7f7,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7f7,javacrackme_1 by vhly,crackmes.de,Unspecified/other,java,Java,3.3333333333333335,False,,keygen_algorithmic,full,safe,name+serial,True,String / data encryption,,,,,,,high
5ab77f5433c5d40ad448c1c1,https://crackmes.one/crackme/5ab77f5433c5d40ad448c1c1,cryptome by neotren,crackmes.de,Windows 2000/XP only,x86,C/C++,5.0,False,,keygen_algorithmic,none,safe,name+serial,False,Crypto / hash algorithm; Packer; String / data encryption,,,,,AES; RSA,AES,high
5ab77f5f33c5d40ad448c7cb,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7cb,crackthekey02 by legendoflegacy,crackmes.de,Windows,x86,C/C++,1.0,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f5833c5d40ad448c3cf,https://crackmes.one/crackme/5ab77f5833c5d40ad448c3cf,keywizard_2 by disasmdisease,crackmes.de,Windows,x86,(Visual) Basic,2.0,False,,keygen_algorithmic,,,,,Crypto / hash algorithm; Encoding (base64/hex); String / data encryption,,,,,AES; Base64,AES; Base64,high
5d161ed633c5d41c6d56e1d9,https://crackmes.one/crackme/5d161ed633c5d41c6d56e1d9,Find The Password v1337 ! C#,Ashesh,Windows,x86,.NET,3.0,True,1A7@15?6D15=10\17g11Z21i54X54k19V0m104T90o,n_a,,,,,,,,,,,,high
5ab77f6133c5d40ad448c8f4,https://crackmes.one/crackme/5ab77f6133c5d40ad448c8f4,fcf_1 by moustico,crackmes.de,Unspecified/other,x86,Unspecified/other,6.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f6533c5d40ad448cb56,https://crackmes.one/crackme/5ab77f6533c5d40ad448cb56,xzzxcrackme2 by xzzx,crackmes.de,Windows,x86,Assembler,4.0,False,,keygen_algorithmic,partial,safe,name+serial,False,Self-modifying / runtime decrypt; String / data encryption,,,,,,XOR,high
5bc0fe0033c5d4110a29b296,https://crackmes.one/crackme/5bc0fe0033c5d4110a29b296,hell86,ttlhacker,Unix/linux etc.,x86-64,Assembler,3.0,True,,n_a,,,,,Anti-disassembly; Code virtualization / VM,,,,Malformed PE / bad bytes (UD2),,,high
5ab77f5433c5d40ad448c1a5,https://crackmes.one/crackme/5ab77f5433c5d40ad448c1a5,breakers_crackme_4 by brk12345,crackmes.de,Windows,x86,.NET,2.0,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f6133c5d40ad448c93a,https://crackmes.one/crackme/5ab77f6133c5d40ad448c93a,crackmechaise1 by chaise,crackmes.de,Windows,x86,C/C++,2.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
68692fffaadb6eeafb398ff3,https://crackmes.one/crackme/68692fffaadb6eeafb398ff3,easiest crackme,Ex7m,Windows,x86-64,C/C++,3.0,True,verysecret69,n_a,,,,,,,,,,,,high
5ab77f5b33c5d40ad448c582,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c582,serialme_1 by k3lvin,crackmes.de,Windows 2000/XP only,x86,(Visual) Basic,1.0,False,,keygen_algorithmic,none,safe,name+serial,False,Anti-debugging,IsDebuggerPresent,,,,,,high
5ab77f5f33c5d40ad448c829,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c829,c00lw0lf039s_keygenme1 by c00lw0lf,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f6233c5d40ad448c981,https://crackmes.one/crackme/5ab77f6233c5d40ad448c981,khattam_s_unupx_me_v1 by khattam,crackmes.de,Windows,x86,(Visual) Basic,4.0,False,,patch_or_enable_me,,,,,Packer; Self-modifying / runtime decrypt,,UPX,,,,,high
5ab77f6333c5d40ad448ca4f,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca4f,uxtt by protexec,crackmes.de,Unix/linux etc.,x86,C/C++,3.0,False,,multiple_valid_answers,,,,,Anti-disassembly; Control-flow obfuscation; String / data encryption,,,Return-address / stack-based,Malformed PE / bad bytes (UD2),,XOR,high
5ab77f5a33c5d40ad448c51f,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c51f,codeshield by tdcnl,crackmes.de,Windows 2000/XP only,x86,Assembler,3.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging; Packer; Self-modifying / runtime decrypt; String / data encryption,Debugger/tool window detection; Exception-based (SEH/VEH/INT2D),UPX,,,,XOR,high
5ab77f6133c5d40ad448c8d1,https://crackmes.one/crackme/5ab77f6133c5d40ad448c8d1,junky_1 by hmx0101,crackmes.de,Windows,x86,Borland Delphi,1.0,True,\pq{(q{(ozmi|),n_a,full,safe,name+serial,True,Anti-disassembly; Packer,,UPX,,Junk / garbage bytes,,,high
5ab77f5433c5d40ad448c1b6,https://crackmes.one/crackme/5ab77f5433c5d40ad448c1b6,keygenme_2 by korbut,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f6133c5d40ad448c95d,https://crackmes.one/crackme/5ab77f6133c5d40ad448c95d,crack_me.rar by sound_,crackmes.de,Windows,other,Unspecified/other,1.0,True,!@#a'Sound.,n_a,,,,,Packer,,UPX,,,,,high
614a591233c5d4649c52bbb1,https://crackmes.one/crackme/614a591233c5d4649c52bbb1,hvm.exe,s4r,Windows,x86,C/C++,4.0,True,brb{Rc4_in_4_vM},n_a,,,,,Anti-debugging; Code virtualization / VM; Crypto / hash algorithm; String / data encryption,,,,,RC4; TEA / XTEA,RC4; TEA / XTEA,high
5ab77f5733c5d40ad448c30d,https://crackmes.one/crackme/5ab77f5733c5d40ad448c30d,crackme16 by attilhaz,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,patch_or_enable_me,none,safe,name+serial,False,,,,,,,,high
5ab77f5c33c5d40ad448c66b,https://crackmes.one/crackme/5ab77f5c33c5d40ad448c66b,crack_breaks_crackme1 by crack_break,crackmes.de,Windows,x86,Assembler,1.0,False,,any_input_matches_pattern,full,safe,name+serial,False,,,,,,,,high
5b06f97533c5d406c0abccf0,https://crackmes.one/crackme/5b06f97533c5d406c0abccf0,Mars Analytica,Towel,Unix/linux etc.,x86-64,C/C++,5.0,True,FLAG-l0rdoFb1Nq4EoeyMq1dd0leKx,n_a,partial,safe,name+serial,False,Code virtualization / VM; Custom / generic obfuscation; Packer,,UPX,,,,,high
5ab77f6433c5d40ad448caf0,https://crackmes.one/crackme/5ab77f6433c5d40ad448caf0,grinder_1.0 by x_treem,crackmes.de,Windows 2000/XP only,x86,Assembler,3.0,False,,keygen_algorithmic,partial,safe,name+serial,False,Anti-debugging; Anti-tamper / integrity; Control-flow obfuscation; Import / API obfuscation; Self-modifying / runtime decrypt,Exception-based (SEH/VEH/INT2D); Timing (rdtsc/GetTickCount),,State machine / dispatcher,,,,high
691f53d32d267f28f69b7f62,https://crackmes.one/crackme/691f53d32d267f28f69b7f62,KeyGenMeV3,Coder_90,Windows,x86-64,C/C++,3.0,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f5a33c5d40ad448c507,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c507,easy_crackme_1 by stefanie,crackmes.de,Unix/linux etc.,x86,C/C++,2.0,False,,any_input_matches_pattern,,,,,Anti-debugging; String / data encryption,ptrace (Linux),,,,,XOR,high
660a24f1cddae72ae250bf56,https://crackmes.one/crackme/660a24f1cddae72ae250bf56,Getting started,stonezarcon,Unix/linux etc.,x86-64,C/C++,1.7647058823529411,True,secret,n_a,,,,,,,,,,,,high
6a00b3533fba64e45dceaa2d,https://crackmes.one/crackme/6a00b3533fba64e45dceaa2d,"Find the decryption key | Custom packer,no virtualization #2",deo,Windows,x86-64,C/C++,3.3333333333333335,True,FLAG{p3Wq8RnZmK4vYxT7Bc2J},n_a,,,,,Anti-debugging; Crypto / hash algorithm; Packer; Self-modifying / runtime decrypt; String / data encryption,,,,,RC4,RC4,high
5ab77f5b33c5d40ad448c576,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c576,pdrills_crypto_keygenme_5 by pdrill,crackmes.de,Windows,x86,C/C++,4.0,False,,keygen_algorithmic,none,safe,name+serial,False,Packer,,UPX,,,,,high
640a526833c5d447bc761899,https://crackmes.one/crackme/640a526833c5d447bc761899,KeyGenMe v 0.2 by Frontegg,frontegg,Windows,x86-64,C/C++,4.333333333333333,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging,,,,,,,high
66ee30341070323296555610,https://crackmes.one/crackme/66ee30341070323296555610,simple ctf,slice,Unix/linux etc.,x86-64,C/C++,2.7142857142857144,True,CTF_kittbyyy :D,n_a,,,,,,,,,,,,high
5ab77f6433c5d40ad448cab3,https://crackmes.one/crackme/5ab77f6433c5d40ad448cab3,fishing_with_dila_v0.4 by dila,crackmes.de,Windows,x86,Assembler,1.0,True,1337,n_a,,,,,,,,,,,,high
60c398f033c5d410b8842d67,https://crackmes.one/crackme/60c398f033c5d410b8842d67,Second Program,Saptam,Windows,x86,C/C++,1.25,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f5333c5d40ad448c123,https://crackmes.one/crackme/5ab77f5333c5d40ad448c123,crackme1 by spoke3fff,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging; Anti-disassembly; Control-flow obfuscation; Packer; String / data encryption,Debugger/tool window detection; Timing (rdtsc/GetTickCount),,Spaghetti / junk-branch,Junk / garbage bytes,,,high
